time,QA:1,force:1,pA:1,pos:1
0.426351124,0.000104316,9122.142955,3235636.274,0.014642423
0.431453112,0.000103285,9970.689635,3535999.45,0.014785227
0.436555099,0.000102131,10909.25181,3868502.136,0.014921298
0.441657086,0.000100958,11851.13968,4202497.885,0.015055048
0.446759073,9.9872E-05,12712.91899,4508470.574,0.015190912
0.45186106,9.8968E-05,13421.83416,4760632.931,0.015332952
0.456963047,9.83232E-05,13921.90971,4939072.462,0.015484517
0.462065034,9.79884E-05,14178.19482,5031261.546,0.015647977
0.467167022,9.79827E-05,14178.84729,5032822.505,0.015824556
0.472269009,9.82926E-05,13935.01108,4947523.098,0.016014278
0.477370996,9.88746E-05,13478.6739,4786556.466,0.016216014
0.482472983,9.96622E-05,12858.84454,4567214.535,0.016427635
0.48757497,0.000100574,12136.49903,4311106.819,0.016646237
0.492676957,0.000101523,11378.80015,4042102.393,0.016868428
0.497778944,0.000102424,10653.09851,3784179.909,0.017090647
0.502880932,0.000103204,10021.18718,3559361.426,0.017309479
0.507982919,0.000103801,9534.24421,3385893.363,0.017521945
0.513084906,0.000104175,9228.84367,3276816.425,0.017725748
0.518186893,0.000104304,9124.328463,3239031.381,0.017919443
0.52328888,0.000104188,9221.736918,3272926.79,0.01810253
0.528390867,0.000103847,9504.348899,3372586.611,0.018275462
0.533492855,0.000103317,9939.776315,3526544.282,0.018439563
0.538594842,0.000102651,10483.39002,3719003.942,0.01859688
0.543696829,0.000101911,11082.74777,3931407.429,0.018749974
0.548798816,0.000101164,11682.58605,4144193.294,0.018901669
0.55,0.000100992,11819.8127,4192906.878,0.018937397
0.55,0.000100992,11819.8127,4192906.878,0.018937397
0.55,0.000100992,11819.8127,4192906.878,0.018937397
0.551606521,0.000100776,11991.92701,4254040.626,0.018985598
0.554819564,0.000100366,12317.34642,4369684.74,0.019082752
0.558032606,0.000100008,12600.18757,4470315.238,0.019181694
0.563364304,9.95607E-05,12951.41016,4595562.228,0.019351302
0.568696003,9.93235E-05,13135.73569,4661739.743,0.019529015
0.574027702,9.93114E-05,13142.95643,4665120.885,0.019715797
0.5793594,9.95156E-05,12980.28478,4608153.987,0.0199117
0.584691099,9.99061E-05,12670.80308,4498935.135,0.020115906
0.590022798,0.000100435,12250.49202,4350170.666,0.020326838
0.596482727,0.000101176,11659.79891,4140708.649,0.020588184
0.6,0.000101588,11329.51098,4023450.443,0.020731666
0.6,0.000101588,11329.51098,4023450.443,0.020731666
0.6,0.000101588,11329.51098,4023450.443,0.020731666
0.600339422,0.000101097,11296.3598,4011675.784,0.020745546
0.601018266,9.98727E-05,11227.35122,3987163.7,0.020773303
0.60169711,9.85427E-05,11152.74653,3960660.752,0.020801049
0.602375954,9.72768E-05,11072.5716,3932175.935,0.020828776
0.603291512,9.5534E-05,10955.98506,3890749.783,0.020866131
0.604484869,9.32943E-05,10789.97643,3831754.289,0.02091472
0.606213404,9.00427E-05,10523.16645,3736919.562,0.020984811
0.608940145,8.49372E-05,10045.79325,3567203.002,0.021094329
0.613290425,7.67428E-05,9170.972691,3256097.552,0.0212648
0.617640704,6.84373E-05,8202.696291,2911687.135,0.021427513
0.621990984,5.99358E-05,7199.797575,2554934.942,0.021579124
0.626341263,5.12129E-05,6221.798877,2207050.559,0.021716171
0.630691543,4.22398E-05,5325.880666,1888389.957,0.021835275
0.635041822,3.3041E-05,4563.903353,1617378.401,0.02193334
0.639392102,2.36373E-05,3979.745695,1409554.885,0.022007732
0.644615919,1.21607E-05,3560.185297,1260027.171,0.022062954
0.649839736,5.76407E-07,3477.983314,1230000.05,0.022079169
0.65,2.19488E-07,3480.811813,1230971.287,0.022079049
0.65,2.20619E-07,3480.811813,1230971.287,0.022079049
0.65,2.20619E-07,3480.811813,1230971.287,0.022079049
0.650359157,4.80437E-08,3491.052232,1234528.123,0.022078528
0.650476727,-3.72682E-12,3494.623046,1235769.686,0.022078346
0.650476727,-5.19217E-20,3494.623046,1235769.686,0.022078346
0.650832203,-1.14231E-20,3509.315232,1240900.992,0.022077586
0.650949967,-1.7026E-23,3514.407015,1242680.186,0.022077322
0.650949967,-1.7026E-23,3514.407015,1242680.186,0.022077322
0.651423207,6.37151E-32,3541.70823,1252247.966,0.022075904
0.651536336,3.49795E-24,3548.44235,1254608.421,0.022075555
0.651536336,3.49795E-24,3548.44235,1254608.421,0.022075555
0.652122705,-2.49299E-43,3593.553141,1270450.904,0.022073208
0.652233212,-5.85854E-25,3602.252301,1273506.146,0.022072755
0.652233212,-5.85854E-25,3602.252301,1273506.146,0.022072755
0.652930088,4.30501E-54,3671.196164,1297751.132,0.022069163
0.653038885,8.30075E-26,3682.149482,1301602.938,0.022068592
0.653038885,8.30075E-26,3682.149482,1301602.938,0.022068592
0.653844557,7.96546E-65,3781.656623,1336626.597,0.022063404
0.65395214,-1.02059E-26,3795.126817,1341367.414,0.022062701
0.65395214,-1.02059E-26,3795.126817,1341367.414,0.022062701
0.654865395,-6.68191E-58,3932.493941,1389744.559,0.022055534
0.654972067,1.10937E-27,3948.715128,1395456.694,0.022054688
0.654972067,1.10937E-27,3948.715128,1395456.694,0.022054688
0.65590972,1.2446E-66,4114.947306,1454019.481,0.022046012
0.656016216,-1.17494E-28,4133.998334,1460730.351,0.022045017
0.656016216,-1.17494E-28,4133.998334,1460730.351,0.022045017
0.656967841,-7.77877E-68,4327.873664,1529045.964,0.022034896
0.65707424,1.22636E-29,4349.715573,1536741.516,0.022033756
0.65707424,1.22636E-29,4349.715573,1536741.516,0.022033756
0.65804251,9.72346E-69,4572.10416,1615114.286,0.022022145
0.658148796,-1.25832E-30,4596.674466,1623772.219,0.022020862
0.658148796,-1.25832E-30,4596.674466,1623772.219,0.022020862
0.659137035,-1.21543E-69,4848.718456,1712602.678,0.022007702
0.659243193,1.26537E-31,4875.94471,1722197.224,0.02200628
0.659243193,1.26537E-31,4875.94471,1722197.224,0.02200628
0.660255397,7.59645E-71,5159.105935,1821998.978,0.021991494
0.660361407,-1.24269E-32,5188.904981,1832500.646,0.021989938
0.660361407,-1.24269E-32,5188.904981,1832500.646,0.021989938
0.661402504,-1.89911E-71,5505.076744,1943939.875,0.021973428
0.661508345,1.18694E-33,5537.353444,1955315.015,0.021971743
0.661508345,1.18694E-33,5537.353444,1955315.015,0.021971743
0.662566399,1.18695E-72,5882.741487,2077053.607,0.021953707
0.662672144,-1.11572E-34,5917.384912,2089263.072,0.021951898
0.662672144,-1.11572E-34,5917.384912,2089263.072,0.021951898
0.663696685,-2.96736E-73,6272.870654,2214561.687,0.021933335
0.663802621,1.08268E-35,6309.742506,2227556.754,0.02193141
0.663802621,1.08268E-35,6309.742506,2227556.754,0.02193141
0.664800839,9.27302E-75,6674.553055,2356143.693,0.021912359
0.664906935,-1.07799E-36,6713.432253,2369846.535,0.021910329
0.664906935,-1.07799E-36,6713.432253,2369846.535,0.021910329
0.665883162,4.1761E-193,7086.358413,2501296.806,0.021890854
0.665989397,1.09719E-37,7127.036434,2515634.079,0.02188873
0.665989397,1.09719E-37,7127.036434,2515634.079,0.02188873
0.666947251,2.87381E-55,7507.004412,2649570.821,0.021868887
0.668862958,-9.20878E-56,8289.48533,2925386.115,0.021828024
0.669066807,1.40348E-38,8374.959112,2955515.742,0.02182356
0.669066807,1.40348E-38,8374.959112,2955515.742,0.02182356
0.669901257,-3.74452E-65,8733.890044,3082057.343,0.021804813
0.671570156,5.84153E-64,9462.890017,3339077.509,0.021766735
0.673239056,-1.63133E-61,10210.43085,3602685.755,0.021727681
0.675783281,1.20196E-63,11367.67041,4010902.911,0.021667203
0.676017706,3.50279E-62,11475.08906,4048804.91,0.021661588
0.676017706,3.50279E-62,11475.08906,4048804.91,0.021661588
0.676818146,-3.44512E-75,11839.9234,4177560.703,0.021642512
0.676925779,-4.33435E-63,11888.96004,4194866.889,0.021639948
0.676925779,-4.33435E-63,11888.96004,4194866.889,0.021639948
0.677820606,3.19773E-86,12293.88872,4337807.852,0.021618771
0.677927419,4.80691E-64,12342.19007,4354858.91,0.021616245
0.677927419,4.80691E-64,12342.19007,4354858.91,0.021616245
0.678827379,1.55949E-95,12745.02493,4497100.174,0.021595171
0.678934152,-5.30105E-65,12792.77323,4513960.827,0.021592673
0.678934152,-5.30105E-65,12792.77323,4513960.827,0.021592673
0.67984059,8.0573E-109,13192.5637,4655170.865,0.021571753
0.679947314,5.80483E-66,13239.57909,4671778.021,0.021569292
0.679947314,5.80483E-66,13239.57909,4671778.021,0.021569292
0.680862125,-3.2034E-120,13635.53657,4811682.604,0.021548565
0.680968786,-6.29919E-67,13681.63609,4827972.043,0.021546152
0.680968786,-6.29919E-67,13681.63609,4827972.043,0.021546152
0.681894039,-3.06818E-98,14072.93457,4966283.865,0.02152566
0.682000623,6.75963E-68,14117.93306,4982190.553,0.021523304
0.682000623,6.75963E-68,14117.93306,4982190.553,0.021523304
0.682938634,3.8352E-99,14503.70268,5118606.995,0.021503093
0.683045128,-7.15645E-69,14547.41202,5134064.817,0.021500803
0.683045128,-7.15645E-69,14547.41202,5134064.817,0.021500803
0.683998535,2.8845E-154,14926.7233,5268262.426,0.021480921
0.684104921,7.45591E-70,14968.95158,5283203.872,0.021478707
0.684104921,7.45591E-70,14968.95158,5283203.872,0.021478707
0.68507679,2.9963E-101,15340.79938,5414832.771,0.021459206
0.685183053,-7.62228E-71,15381.34975,5429188.53,0.021457079
0.685183053,-7.62228E-71,15381.34975,5429188.53,0.021457079
0.686177026,-3.7453E-102,15744.62917,5557864.004,0.021438016
0.686283148,7.62127E-72,15783.29837,5571562.44,0.021435986
0.686283148,7.62127E-72,15783.29837,5571562.44,0.021435986
0.687303664,4.6817E-103,16136.77684,5696855.243,0.021417424
0.687409624,-7.42444E-73,16173.35317,5709821.672,0.021415503
0.687409624,-7.42444E-73,16173.35317,5709821.672,0.021415503
0.688462247,-2.926E-104,16515.62597,5831242.566,0.021397514
0.688568022,7.01458E-74,16549.88653,5843398.251,0.021395713
0.688568022,7.01458E-74,16549.88653,5843398.251,0.021395713
0.688568022,7.01458E-74,16549.88653,5843398.251,0.021395713
0.688568022,7.01458E-74,16549.88653,5843398.251,0.021395713
0.689648231,2.7207E-104,16876.0382,5959211.976,0.021378555
0.689815778,-9.88065E-75,16926.27614,5977054.536,0.021375911
0.689815778,-9.88065E-75,16926.27614,5977054.536,0.021375911
0.690863792,-4.5719E-106,17216.28847,6080154.84,0.021360637
0.690969593,9.37579E-76,17245.41779,6090512.242,0.021359102
0.690969593,9.37579E-76,17245.41779,6090512.242,0.021359102
0.691991232,5.7149E-107,17503.01678,6182205.533,0.021345518
0.692097185,-9.12373E-77,17529.57744,6191661.713,0.021344117
0.692097185,-9.12373E-77,17529.57744,6191661.713,0.021344117
0.69309823,-3.5718E-108,17756.83015,6272673.382,0.021332115
0.693204308,9.05887E-78,17780.75144,6281202.71,0.021330851
0.693204308,9.05887E-78,17780.75144,6281202.71,0.021330851
0.694188254,0,17978.94015,6351980.109,0.021320365
0.694294439,-9.1488E-79,18000.16371,6359561.28,0.021319242
0.694294439,-9.1488E-79,18000.16371,6359561.28,0.021319242
0.695264298,-2.7905E-110,18170.31183,6420460.457,0.02131022
0.695370574,9.37208E-80,18188.7883,6427075.323,0.02130924
0.695370574,9.37208E-80,18188.7883,6427075.323,0.02130924
0.696328976,3.4881E-111,18331.7091,6478378.151,0.021301639
0.696435328,-9.71405E-81,18347.39765,6484011.544,0.021300804
0.696435328,-9.71405E-81,18347.39765,6484011.544,0.021300804
0.697386643,1.9827E-198,18463.93385,6526012.161,0.021294582
0.697493044,1.01425E-81,18476.79454,6530649.201,0.021293895
0.697493044,1.01425E-81,18476.79454,6530649.201,0.021293895
0.698439425,2.7251E-113,18567.29138,6563464.323,0.021289033
0.69854586,-1.06442E-82,18577.29421,6567093.626,0.021288496
0.69854586,-1.06442E-82,18577.29421,6567093.626,0.021288496
0.69948856,-3.4064E-114,18641.93963,6590783.651,0.021284986
0.699595021,1.12138E-83,18649.06447,6593397.305,0.021284599
0.699595021,1.12138E-83,18649.06447,6593397.305,0.021284599
0.700535219,4.258E-115,18688.01659,6608012.046,0.021282434
0.700641697,-1.18449E-84,18692.25223,6609605.292,0.021282198
0.700641697,-1.18449E-84,18692.25223,6609605.292,0.021282198
0.701580538,-5.3224E-116,18705.64527,6615186.107,0.021281371
0.701687026,1.25294E-85,18706.98928,6615757.272,0.021281286
0.701687026,1.25294E-85,18706.98928,6615757.272,0.021281286
0.702625887,6.6531E-117,18694.92638,6612334.765,0.021281793
0.702732374,-1.32531E-86,18693.38447,6611885.05,0.02128186
0.702732374,-1.32531E-86,18693.38447,6611885.05,0.02128186
0.703673617,3.088E-266,18655.8589,6599451.861,0.021283702
0.703780087,1.39836E-87,18651.4425,6597984.49,0.021283919
0.703780087,1.39836E-87,18651.4425,6597984.49,0.021283919
0.704725527,5.1977E-119,18588.35009,6576498.254,0.021287102
0.704831969,-1.46898E-88,18581.07809,6574019.109,0.02128747
0.704831969,-1.46898E-88,18581.07809,6574019.109,0.02128747
0.70578364,1.0147E-288,18492.20465,6543398.645,0.021292006
0.705890038,1.5332E-89,18482.10311,6539916.143,0.021292522
0.705890038,1.5332E-89,18482.10311,6539916.143,0.021292522
0.706849836,4.0607E-121,18367.15546,6500052.076,0.021298428
0.70695618,-1.58686E-90,18354.25839,6495577.477,0.021299091
0.70695618,-1.58686E-90,18354.25839,6495577.477,0.021299091
0.707926466,-5.0759E-122,18212.7915,6446306.906,0.02130639
0.70803274,1.62488E-91,18197.14067,6440854.223,0.021307198
0.70803274,1.62488E-91,18197.14067,6440854.223,0.021307198
0.709016045,1.269E-122,18028.57141,6381965.264,0.021315923
0.709122248,-1.64227E-92,18010.21425,6375550.555,0.021316873
0.709122248,-1.64227E-92,18010.21425,6375550.555,0.021316873
0.710121448,-7.9311E-124,17813.78216,6306768.479,0.021327063
0.712119848,1.5862E-123,17377.22779,6153633.476,0.02134975
0.714118248,-3.1724E-123,16856.62455,5970551.425,0.021376874
0.717165441,-1.2513E-153,15919.61215,5640268.802,0.021425806
0.721038018,0,14523.90185,5147201.89,0.021498854
0.724910595,0,12965.07417,4595548.86,0.021580583
0.728783172,0,11324.20822,4014160.784,0.021666716
0.73265575,0,9686.467035,3433409.978,0.021752756
0.736528327,0,8136.791197,2883613.239,0.021834209
0.740400904,0,6755.605297,2393458.767,0.021906827
0.744273482,0,5614.731382,1988516.454,0.02196682
0.748146059,0,4773.699051,1689907.41,0.022011059
0.75,0,4489.938667,1589088.913,0.022025996
0.75,0,4489.938667,1589088.913,0.022025996
0.75,0,4489.938667,1589088.913,0.022025996
0.750892199,0,4392.475351,1554415.34,0.022031133
0.752676597,0,4237.135727,1499094.188,0.022039329
0.754460996,0,4161.695332,1472054.869,0.022043335
0.757169442,0,4201.436849,1485576.88,0.022041331
0.760728012,0,4532.709281,1601972.403,0.022024087
0.764286583,0,5166.774104,1825283.857,0.021991003
0.767845153,0,6075.717141,2145578.457,0.02194355
0.771403724,0,7219.259805,2548618.53,0.021883839
0.774962294,0,8546.523858,3016493.073,0.021814523
0.778520865,0,9998.3068,3528415.034,0.02173868
0.782079435,0,11509.76454,4061648.741,0.021659681
0.785638006,0,13013.37247,4592525.431,0.021581031
0.789196577,0,14442.01819,5097500.475,0.021506218
0.792755147,0,15732.07105,5554203.914,0.021438557
0.796313718,0,16826.27486,5942436.317,0.02138104
0.799872288,0,17676.32221,6245064.754,0.021336205
0.8,0,17702.22057,6254309.004,0.021334836
0.8,0,17702.22057,6254309.004,0.021334836
0.800910153,0,17863.87465,6312113.978,0.021326272
0.802730459,0,18148.0279,6413954.397,0.021311184
0.804550765,0,18352.56636,6487749.756,0.021300251
0.807286872,0,18505.41058,6544125.015,0.021291899
0.810884572,0,18420.71381,6517258.589,0.021295879
0.814482273,0,18017.15822,6377397.002,0.0213166
0.818079974,0,17313.7442,6130993.762,0.021353105
0.821677674,0,16342.84588,5789300.458,0.021403727
0.825275375,0,15148.67839,5367849.67,0.021466165
0.828873075,0,13785.27185,4885748.145,0.021537589
0.832470776,0,12314.04757,4364812.703,0.021614767
0.836068477,0,10801.10124,3828587.566,0.021694209
0.839666177,0,9314.304312,3301286.527,0.02177233
0.843263878,0,7920.338042,2806706.398,0.021845603
0.846861578,0,6681.775816,2367159.265,0.021910723
0.850459279,0,5654.328353,2002470.368,0.021964752
0.854056979,0,4884.363497,1729085.829,0.022005255
0.85765468,0,4406.806377,1559330.045,0.022030405
0.861252381,0,4243.516241,1500846.437,0.022039069
0.864850081,0,4402.22219,1556247.582,0.022030861
0.868447782,0,4876.080686,1722991.76,0.022006157
0.872045482,0,5643.892851,1993492.943,0.021966082
0.875643183,0,6670.989765,2355460.657,0.021912456
0.879240884,0,7910.760414,2792455.45,0.021847714
0.882838584,0,9306.761861,3284635.394,0.021774797
0.886436285,0,10795.31707,3809659.749,0.021697013
0.890033985,0,12308.47582,4343708.136,0.021617893
0.893631686,0,13777.19084,4862567.822,0.021541024
0.897229387,0,15134.5474,5342738.277,0.021469886
0.900827087,0,16318.88106,5762501.407,0.021407698
0.904424788,0,17276.62599,6102907.66,0.021357266
0.908022488,0,17964.75389,6348632.558,0.021320862
0.911620189,0,18352.68978,6488664.752,0.021300116
0.91521789,0,18423.62259,6516795.047,0.021295948
0.91881559,0,18175.16334,6431885.485,0.021308527
0.922413291,0,17619.33815,6237907.953,0.021337265
0.926010991,0,16781.93565,5943752.366,0.021380845
0.929608692,0,15701.25607,5562814.761,0.021437281
0.933206393,0,14426.33218,5112385.162,0.021504013
0.936804093,0,13014.70936,4612863.565,0.021578018
0.940401794,0,11529.88416,4086839.431,0.021655949
0.943999494,0,10038.50912,3558075.621,0.021734286
0.947597195,0,8607.475724,3050441.499,0.021809493
0.951194896,0,7300.989965,2586841.931,0.021878176
0.954792596,0,6177.754808,2188189.099,0.021937238
0.958390297,0,5288.371935,1872462.327,0.021984013
0.961987997,0,4673.070756,1653897.65,0.022016394
0.965585698,0,4359.865004,1542343.561,0.022032921
0.969183399,0,4363.225476,1542812.517,0.022032852
0.972781099,0,4683.340863,1655249.458,0.022016194
0.9763788,0,5306.016513,1874529.143,0.021983707
0.9799765,0,6203.233764,2190683.859,0.021936868
0.983574201,0,7334.360865,2589352.441,0.021877804
0.987171902,0,8647.97232,3052431.125,0.021809198
0.990769602,0,10084.19901,3558897.001,0.021734164
0.994367303,0,11577.49957,4085766.376,0.021656108
0.997965003,0,13059.71705,4609143.643,0.021578569
1,0,13866.89008,4894403.299,0.021536307
1,0,13866.89008,4894403.299,0.021536307
1,0,13866.89008,4894403.299,0.021536307
1.000850916,0,14191.66005,5009256.07,0.021519291
1.002552747,0,14824.81059,5233258.928,0.021486105
1.004254578,0,15422.07548,5444742.458,0.021454773
1.007155416,0,16338.87739,5769817.536,0.021406613
1.011033509,0,17326.92903,6121135.855,0.021354565
1.014911601,0,17999.76544,6361708.689,0.021318924
1.018789694,0,18322.81044,6479047.29,0.02130154
1.022667786,0,18280.05454,6467153.269,0.021303302
1.026545879,0,17874.74207,6326815.494,0.021324093
1.030423971,0,17129.03914,6065550.643,0.021362799
1.034302064,0,16082.72955,5697192.886,0.021417372
1.038180156,0,14791.03354,5241156.668,0.021484934
1.042058248,0,13321.68088,4721412.829,0.021561935
1.045936341,0,11751.39549,4165232.168,0.021644334
1.049814433,0,10161.96675,3601761.575,0.021727813
1.053692526,0,8636.092282,3060505.603,0.021808002
1.057570618,0,7253.182485,2569790.752,0.021880702
1.061448711,0,6085.317443,2155290.498,0.021942111
1.065326803,0,5193.543576,1838686.339,0.021989017
1.069204895,0,4624.689237,1636533.82,0.022018966
1.073082988,0,4408.863883,1559392.812,0.022030395
1.07696108,0,4557.782798,1611268.551,0.022022709
1.080839173,0,5064.027024,1789394.548,0.021996319
1.084717265,0,5901.305557,2084370.992,0.021952618
1.088595358,0,7025.734831,2480653.658,0.021893907
1.09247345,0,8378.091553,2957369.346,0.021823281
1.096351542,0,9886.933275,3489415.878,0.021744457
1.100229635,0,11472.4221,4048788.547,0.021661585
1.104107727,0,13050.63658,4606061.974,0.021579025
